Short Label Question,Attributes,Audience %,Data point %,Universe,Index,Responses
Travel Loyalty Benefits,Redeeming points / miles for cruises,6.1,0.9,359474,286.4,5
Travel Loyalty Benefits,Redeeming points / miles for flights ,38.7,1.2,2261204,380.7,34
Travel Loyalty Benefits,Redeeming points / miles for hotel stays ,45.5,1.2,2660481,376.5,37
Travel Loyalty Benefits,Redeeming points / miles for rental cars ,9.0,0.9,526486,280.2,10
Travel Loyalty Benefits,Travel insurance,21.2,0.4,1239311,116.2,19
Travel Loyalty Benefits,"Travel upgrades e.g. flights, accommodation etc.",48.9,0.7,2858301,226.9,42
Travel Loyalty Benefits,Other,0.0,0.0,0,0.0,0
Travel Loyalty Benefits,None of these,3.7,0.2,216390,54.6,3
Named Travel Loyalty Programs Used: Travel Services,Agoda PointsMAX,1.2,0.2,72758,47.8,1
Named Travel Loyalty Programs Used: Travel Services,Booking.com Genius,11.3,0.5,658557,166.1,8
Named Travel Loyalty Programs Used: Travel Services,Cleartrip Rewards (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,"Ebookers Bonus+ (France, Germany and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,eDreams Prime (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,eLong Club (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Expedia Rewards,16.1,1.0,944414,317.4,13
Named Travel Loyalty Programs Used: Travel Services,Fliggy Membership (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Goibibo GoCash (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,HolidayCheck Premium (France and Germany Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Hopper Carrot Cash (Canada and USA Only),2.1,6.8,121055,2124.4,2
Named Travel Loyalty Programs Used: Travel Services,Hotels.com Rewards,9.5,1.0,553652,307.9,8
Named Travel Loyalty Programs Used: Travel Services,Journify (Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,KAYAK Explorer Rewards,3.7,1.2,218219,364.9,4
Named Travel Loyalty Programs Used: Travel Services,Klook Credits (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,lastminute.com Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Lvmama Membership Program (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,"One Key (Expedia, Hotels.com, Vrbo) (UK and USA Only) (USA Only in Q1 2024)",19.1,6.7,1116237,2102.6,14
Named Travel Loyalty Programs Used: Travel Services,Opodo Prime (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Orbitz Rewards (USA Only),4.7,9.2,275935,2903.7,4
Named Travel Loyalty Programs Used: Travel Services,Priceline VIP (Select Markets Only),4.5,1.5,262339,487.2,4
Named Travel Loyalty Programs Used: Travel Services,Rakuten Travel Membership (Japan Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,"Rewards by Viator (Australia, UK and USA Only)",1.3,5.2,75990,1638.5,1
Named Travel Loyalty Programs Used: Travel Services,Travelocity Member Discounts (Canada and USA Only),6.3,9.3,366981,2932.1,5
Named Travel Loyalty Programs Used: Travel Services,Traveloka Priority (Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Trip.com Rewards,1.0,0.2,57504,54.9,1
Named Travel Loyalty Programs Used: Travel Services,TripPlus,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Trivago,4.6,0.5,271898,148.0,4
Named Travel Loyalty Programs Used: Travel Services,"TUI Rewards (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Tuniu Traveler Club (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Yatra Prime (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Other,3.0,0.2,173375,58.1,3
Named Travel Loyalty Programs Used: Hotel Chains,Accor Live Limitless (ALL),2.3,0.3,137248,88.5,2
Named Travel Loyalty Programs Used: Hotel Chains,Best Western Rewards,1.4,0.3,83206,80.7,1
Named Travel Loyalty Programs Used: Hotel Chains,WorldHotels Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Choice Privileges,10.2,1.2,595987,378.4,9
Named Travel Loyalty Programs Used: Hotel Chains,Hilton Honors,29.3,1.3,1713729,395.3,24
Named Travel Loyalty Programs Used: Hotel Chains,World of Hyatt,8.7,0.7,507480,206.7,6
Named Travel Loyalty Programs Used: Hotel Chains,IHG One Rewards,11.5,1.0,674432,308.0,11
Named Travel Loyalty Programs Used: Hotel Chains,Jumeirah One,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Marriott Bonvoy,42.6,1.8,2492843,579.3,35
Named Travel Loyalty Programs Used: Hotel Chains,Melia Rewards,3.5,0.6,207191,204.4,3
Named Travel Loyalty Programs Used: Hotel Chains,OYO Wizard,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Radisson Rewards,2.1,0.3,120462,86.6,2
Named Travel Loyalty Programs Used: Hotel Chains,Rotana Rewards,1.9,1.5,110272,486.5,1
Named Travel Loyalty Programs Used: Hotel Chains,Wyndham Rewards,7.8,0.9,458199,282.5,7
Named Travel Loyalty Programs Used: Hotel Chains,Other,13.5,0.8,789516,240.8,10
Named Travel Loyalty Programs Used: Airlines,"Aer Lingus (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"AirAsia (India, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Air Canada (Select Markets Only),3.3,2.1,191668,666.3,3
Named Travel Loyalty Programs Used: Airlines,Air China (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Air France,6.0,1.9,348870,583.5,4
Named Travel Loyalty Programs Used: Airlines,Air India (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Air New Zealand (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Alaska Airlines (Canada and USA Only),5.2,4.4,303822,1391.8,4
Named Travel Loyalty Programs Used: Airlines,All Nippon Airways (Select Markets Only),3.0,1.5,172774,477.3,2
Named Travel Loyalty Programs Used: Airlines,American Airlines,25.9,3.3,1515078,1043.1,21
Named Travel Loyalty Programs Used: Airlines,Asiana Airlines (Singapore and USA Only),3.2,35.1,184750,11024.8,2
Named Travel Loyalty Programs Used: Airlines,Austrian Airlines (France Germany and Spain Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Bearskin Airlines (Canada Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,British Airways,4.6,1.0,267049,309.7,5
Named Travel Loyalty Programs Used: Airlines,Brussels Airlines (Spain Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Canadian North (Canada Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Cathay Pacific (Select Markets Only),5.4,2.4,315307,745.3,4
Named Travel Loyalty Programs Used: Airlines,Cebu Pacific (Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,China Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,China Eastern (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,China Express Airlines (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,China Southern (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Condor (Germany Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Delta,27.9,3.4,1634918,1077.3,25
Named Travel Loyalty Programs Used: Airlines,Emirates,1.3,0.2,75528,58.0,1
Named Travel Loyalty Programs Used: Airlines,Etihad (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Eurowings (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"EVA Air (Japan, Singapore and USA Only)",4.8,34.9,281298,10974.9,4
Named Travel Loyalty Programs Used: Airlines,"Finnair (Japan, Singapore and Spain Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Garuda Indonesia (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Hainan Airlines (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Hawaiian Airlines (USA Only),5.7,13.4,333773,4226.8,5
Named Travel Loyalty Programs Used: Airlines,Hong Kong Airlines (China and Japan Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Iberia (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,IndiGo (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,ITA (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Japan Airlines (Select Markets Only),5.5,2.1,324397,655.5,5
Named Travel Loyalty Programs Used: Airlines,JetBlue (USA Only),6.6,3.1,387591,969.4,7
Named Travel Loyalty Programs Used: Airlines,"Jetstar (China, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,KLM,4.0,2.0,236502,628.0,3
Named Travel Loyalty Programs Used: Airlines,Korean Air (Select Markets Only),2.9,2.2,169527,707.0,3
Named Travel Loyalty Programs Used: Airlines,LATAM (USA Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,LOT (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Lufthansa,2.8,0.7,164738,217.7,3
Named Travel Loyalty Programs Used: Airlines,Malaysia Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Norwegian Airlines (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Peach (China and Japan Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Philippine Airlines (Australia and Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Qantas (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Qatar (Select Markets Only),1.2,0.2,72758,74.6,1
Named Travel Loyalty Programs Used: Airlines,"Royal Air Maroc (France, Germany and Spain Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Saudia (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Scandinavian Airlines (Germany, Japan, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Scoot (China, India, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Singapore Airlines,5.7,1.3,330939,424.4,4
Named Travel Loyalty Programs Used: Airlines,Southwest Airlines (USA Only),9.7,2.2,567846,688.3,9
Named Travel Loyalty Programs Used: Airlines,Spicejet (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,SWISS (Select Markets Only),1.3,3.9,73697,1223.2,1
Named Travel Loyalty Programs Used: Airlines,"TAP Portugal (France, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Thai Airways (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Transavia (France Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"TUI (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Turkish Airlines (Select Markets Only),2.5,1.3,148959,409.8,2
Named Travel Loyalty Programs Used: Airlines,United Airlines (Select Markets Only),25.7,4.1,1505997,1296.6,22
Named Travel Loyalty Programs Used: Airlines,"Vietnam Airlines (Australia, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Virgin (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Vistara (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Volotea (France and Spain Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Vueling (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,WestJet (Canada Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,XiamenAir (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Other,5.5,0.5,322122,155.1,5
Travel Services Used,Agoda,6.1,0.1,355789,47.0,5
Travel Services Used,Airbnb,38.9,0.7,2277010,208.3,32
Travel Services Used,Airfordable (USA Only),1.3,3.2,75990,1017.0,1
Travel Services Used,Booking.com,34.7,0.5,2030651,143.5,27
Travel Services Used,Canadian Affair (Canada Only),0.0,0.0,0,0.0,0
Travel Services Used,Check24 (Germany Only),0.0,0.0,0,0.0,0
Travel Services Used,Cleartrip (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Couchsurfing.com (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used,CTrip.com (China Only),0.0,0.0,0,0.0,0
Travel Services Used,"Ebookers (France, Germany and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used,"Edreams (France, Spain, UK and USA Only)",1.9,0.9,110272,275.6,1
Travel Services Used,eLong (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Expedia,55.0,1.0,3219294,316.0,46
Travel Services Used,Fliggy (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Flight Centre (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Goibibo (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Google Travel (Australia and USA Only),12.2,2.4,715373,762.3,11
Travel Services Used,HolidayCheck (France and Germany Only),0.0,0.0,0,0.0,0
Travel Services Used,HomeExchange,1.8,0.2,105567,54.1,1
Travel Services Used,Hopper (Canada and USA Only),10.8,4.4,632126,1381.7,9
Travel Services Used,Hotels.com,43.1,1.0,2520240,323.2,36
Travel Services Used, HotelsCombined (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,"Hotwire (Canada, France, Germany, Spain, UK and USA Only)",17.7,3.9,1035307,1238.1,18
Travel Services Used,Jalan (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used,Japanican (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used,Journify (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used,KAYAK,28.8,1.5,1683421,480.0,26
Travel Services Used,Klook (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used,Kuoni (USA Only),1.3,3.4,73431,1055.5,1
Travel Services Used,Lastminute.com,1.0,0.1,56912,21.0,1
Travel Services Used,Loveholidays (UK Only),0.0,0.0,0,0.0,0
Travel Services Used,Lvmama (China Only),0.0,0.0,0,0.0,0
Travel Services Used,MaFengWo (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Make My Trip (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Meituan (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Nomadness (USA Only),0.0,0.0,0,0.0,0
Travel Services Used,"Onefinestay (France, UK and USA Only)",1.3,4.5,73431,1420.8,1
Travel Services Used,Opodo (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used,Orbitz (USA Only),20.3,5.1,1184843,1599.8,18
Travel Services Used,Priceline,16.7,0.9,975804,280.8,15
Travel Services Used,Qunar (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Qyer (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Rakuten Travel (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used,Skyscanner,8.9,0.4,519153,130.6,7
Travel Services Used,Stayz (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Travel Noire (USA Only),0.0,0.0,0,0.0,0
Travel Services Used,Travelocity (Canada and USA Only),26.7,3.5,1564534,1095.2,24
Travel Services Used,Traveloka (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used,Travel Republic (UK Only),0.0,0.0,0,0.0,0
Travel Services Used,TripAdvisor,48.3,1.0,2826840,309.1,42
Travel Services Used,Trip.com,14.3,0.5,834244,166.3,12
Travel Services Used,Trivago,41.1,0.7,2403739,213.9,33
Travel Services Used,"TUI (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used,Tuniu (China Only),0.0,0.0,0,0.0,0
Travel Services Used,"Viator (Australia, UK and USA Only)",10.7,6.6,625095,2060.7,10
Travel Services Used,Vrbo,21.0,1.6,1229460,504.6,19
Travel Services Used,Webjet (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Weloveholidays (Germany Only),0.0,0.0,0,0.0,0
Travel Services Used,Wotif (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Yatra (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Innclusive (UK Only) (to Q3 2022),0.0,0.0,0,0.0,0
Travel Services Used,None of these,10.0,0.4,583164,118.5,6
