Short Label Question,Attributes,Audience %,Data point %,Universe,Index,Responses
Accommodation Hotel Chains,"Choice Hotels Group (e.g. Ascend, Cambria, Clarion, Comfort, Mainstay, Quality Inn, Sleep Inn)",14.3,0.5,1044831,120.8,20
Accommodation Hotel Chains,"Hilton brands (e.g. Canopy, Conrad, Curio, Double Tree, Hampton, LXR, Motto, Signia, Tapestry, Tempo, Tru, Waldorf Astoria)",49.7,1.0,3627505,237.6,66
Accommodation Hotel Chains,"Hyatt Hotel Group (e.g. Alila, Andaz, Miraval, Thompson, UrCove)",26.2,0.7,1913963,160.1,37
Accommodation Hotel Chains,"InterContinental Hotels Group (e.g. Avid, Crowne Plaza, Even, Holiday Inn, Hualuxe, Indigo, Intercontinental, Kimpton, Regent, Six Senses, Vignette, Voco)",23.3,0.6,1700792,138.6,29
Accommodation Hotel Chains,Jumeirah Hotels and Resorts,0.0,0.0,0,0.0,0
Accommodation Hotel Chains,"Marriott Bonvoy Hotels (e.g. Delta, Edition, Fairfield, Marriott, Miridien, Renaissance, Ritz Carlton, St Regis, Starwood, Westin)",53.0,1.0,3868280,235.3,68
Accommodation Hotel Chains,"Melia Hotel Group (e.g. Gran Melia, Innside, Me, Paradisus, Sol, Zel)",0.6,0.0,46422,8.1,1
Accommodation Hotel Chains,OYO Rooms,0.0,0.0,0,0.0,0
Accommodation Hotel Chains,"Radisson Hotel Group (e.g. Country, Park Inn, Prizeotel, Red)",9.2,0.3,669246,75.4,13
Accommodation Hotel Chains,"Rotana Hotels and Resorts (e.g. Rotana, Rayhaan, Centro, Edge)",0.0,0.0,0,0.0,0
Accommodation Hotel Chains,Whitbread PLC (e.g. Premier Inn),0.7,0.3,52572,62.5,1
Accommodation Hotel Chains,"Wyndham Hotels Group (e.g. Alltra, AmericInn, Baymont, Days Inn, Dazzler, Dolce, Microtel, Ramada, Super 8, Travelodge, Wingate)",16.6,0.6,1209946,146.6,24
Accommodation Hotel Chains,None of these,11.1,0.3,808765,64.1,16
Accommodation Brands,Adagio,0.0,0.0,0,0.0,0
Accommodation Brands,Andaz,2.0,0.3,149390,74.6,3
Accommodation Brands,Ascend,0.7,0.2,52572,39.3,1
Accommodation Brands,Best Western,3.9,0.5,286954,109.2,7
Accommodation Brands,Cambria,0.0,0.0,0,0.0,0
Accommodation Brands,Canopy,0.0,0.0,0,0.0,0
Accommodation Brands,Centro Hotels,0.0,0.0,0,0.0,0
Accommodation Brands,Clarion,2.7,0.5,195439,118.6,4
Accommodation Brands,Comfort,9.6,0.9,699664,212.2,13
Accommodation Brands,Conrad,4.3,0.7,310435,163.3,6
Accommodation Brands,Country Inn,2.0,0.3,146417,73.6,2
Accommodation Brands,Courtyard Hotels,20.8,1.6,1515868,360.4,25
Accommodation Brands,Crowne Plaza,6.2,0.5,450806,106.0,8
Accommodation Brands,Curio,0.0,0.0,0,0.0,0
Accommodation Brands,Days Inn,4.1,0.6,296250,147.4,6
Accommodation Brands,Dazzler,0.0,0.0,0,0.0,0
Accommodation Brands,Delta Hotels,0.0,0.0,0,0.0,0
Accommodation Brands,Design Hotels,3.1,0.6,224415,137.3,4
Accommodation Brands,Dolce,0.0,0.0,0,0.0,0
Accommodation Brands,Double Tree,14.1,1.3,1028169,286.0,18
Accommodation Brands,Falcons Resorts,0.0,0.0,0,0.0,0
Accommodation Brands,Gran Melia,0.0,0.0,0,0.0,0
Accommodation Brands,Hampton,15.6,1.2,1135715,278.7,22
Accommodation Brands,Hilton,45.3,1.3,3303455,302.0,60
Accommodation Brands,Holiday Inn,12.3,0.7,894476,148.4,16
Accommodation Brands,Hotel Indigo,2.2,0.3,159294,75.5,3
Accommodation Brands,Hualuxe,1.6,0.4,116107,86.0,2
Accommodation Brands,Hyatt,18.7,0.8,1366007,175.7,28
Accommodation Brands,Ibis,0.6,0.1,40492,15.6,1
Accommodation Brands,Innside,0.0,0.0,0,0.0,0
Accommodation Brands,Intercontinental,9.9,0.7,720677,158.6,12
Accommodation Brands,Kimpton,1.5,0.4,108300,101.5,2
Accommodation Brands,Le Méridien,0.0,0.0,0,0.0,0
Accommodation Brands,Marriott Hotels,47.7,1.4,3478866,330.3,61
Accommodation Brands,Me,0.0,0.0,0,0.0,0
Accommodation Brands,Melia Hotels and Resorts,0.0,0.0,0,0.0,0
Accommodation Brands,Mercure,3.5,0.5,257170,115.8,5
Accommodation Brands,Microtel,0.7,0.2,52572,42.3,1
Accommodation Brands,Novotel,1.4,0.2,100572,46.6,2
Accommodation Brands,Paradisus,0.0,0.0,0,0.0,0
Accommodation Brands,Park Inn,2.0,0.2,147995,54.1,2
Accommodation Brands,Park Plaza,0.7,0.1,52572,23.8,1
Accommodation Brands,Quality Inn,6.7,0.6,487531,134.4,9
Accommodation Brands,Radisson,7.4,0.6,542854,141.4,10
Accommodation Brands,Radisson Blu,0.0,0.0,0,0.0,0
Accommodation Brands,Radisson Collection,0.0,0.0,0,0.0,0
Accommodation Brands,Radisson Individuals,0.0,0.0,0,0.0,0
Accommodation Brands,Radisson Red,0.0,0.0,0,0.0,0
Accommodation Brands,Raffles,1.5,0.3,106722,72.3,2
Accommodation Brands,Ramada,3.3,0.6,243027,131.7,5
Accommodation Brands,Regent,1.5,0.2,106722,53.5,2
Accommodation Brands,Rotana Hotels and Resorts,0.0,0.0,0,0.0,0
Accommodation Brands,Sheraton,10.7,0.7,783306,158.9,15
Accommodation Brands,Sleep Inn,3.4,0.4,249959,100.8,4
Accommodation Brands,Sofitel,1.5,0.2,109957,49.0,2
Accommodation Brands,Sol,0.6,0.2,46422,45.4,1
Accommodation Brands,Staybridge Suites,0.0,0.0,0,0.0,0
Accommodation Brands,Super 8,2.0,0.4,147200,87.2,3
Accommodation Brands,SureStay,1.5,0.3,111774,78.8,2
Accommodation Brands,Tapestry,0.0,0.0,0,0.0,0
Accommodation Brands,The Melia Collection,0.0,0.0,0,0.0,0
Accommodation Brands,Thompson Hotels,2.6,0.3,192577,74.3,4
Accommodation Brands,Travelodge,2.2,0.5,162024,118.3,3
Accommodation Brands,Westin,10.7,1.1,783040,248.8,16
Accommodation Brands,WorldHotels,0.0,0.0,0,0.0,0
Accommodation Brands,Wyndham,9.2,1.2,669326,264.8,13
Accommodation Brands,Zel,0.0,0.0,0,0.0,0
Accommodation Brands,Circle (To Q3 2023),0.6,0.1,46422,31.1,1
Accommodation Brands,Other,8.5,0.7,623742,167.9,10
Hotel Loyalty Program Used,Accor Live Limitless (ALL),0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,Best Western Rewards,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,WorldHotels Rewards,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,Choice Privileges,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,Hilton Honors,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,World of Hyatt,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,IHG One Rewards,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,Jumeirah One,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,Marriott Bonvoy,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,Melia Rewards,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,OYO Wizard,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,Radisson Rewards,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,Rotana Rewards,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,Wyndham Rewards,0.0,0.0,0,0.0,0
Hotel Loyalty Program Used,Other,0.0,0.0,0,0.0,0
Luxury Hotel Brands,Auberge Resorts,0.0,0.0,0,0.0,0
Luxury Hotel Brands,Fairmont,11.9,3.7,871332,836.8,17
Luxury Hotel Brands,Four Seasons,19.1,2.6,1391564,590.9,25
Luxury Hotel Brands,Hyatt,28.8,3.1,2104967,704.6,39
Luxury Hotel Brands,Mandarin Oriental,7.0,1.5,513872,339.9,9
Luxury Hotel Brands,Marina Bay Sands,0.7,0.2,54150,48.1,1
Luxury Hotel Brands,Pan Pacific Singapore,0.0,0.0,0,0.0,0
Luxury Hotel Brands,Ritz-Carlton,16.7,2.8,1218738,630.2,22
Luxury Hotel Brands,Shangri La,1.6,0.2,116166,55.7,2
Luxury Hotel Brands,Six Senses Hotel,0.6,0.2,46422,40.0,1
Luxury Hotel Brands,St Regis Hotel,11.6,3.2,845351,739.7,15
Luxury Hotel Brands,The Peninsula Hotel,3.8,0.7,277789,168.5,5
Luxury Hotel Brands,Waldorf Astoria,8.2,2.4,596928,554.3,12
Luxury Hotel Brands,None of these,5.9,0.8,430871,176.5,6
Accommodation Influences,A quiet area,21.9,0.4,1599997,98.5,29
Accommodation Influences,Brand (e.g. certain hotel chain),47.3,1.1,3449031,257.7,58
Accommodation Influences,Cleanliness / hygiene,66.4,0.7,4849417,152.3,88
Accommodation Influences,Comfort,67.0,0.8,4891441,171.2,88
Accommodation Influences,Cost,57.9,0.7,4224346,157.3,77
Accommodation Influences,"Extras (e.g. robe, toiletries etc.)",24.3,0.7,1770049,163.6,30
Accommodation Influences,"Leisure facilities (e.g. gym, pool, sauna)",35.8,0.8,2609714,176.2,47
Accommodation Influences,Location,77.2,1.1,5637254,250.6,101
Accommodation Influences,Loyalty programs,39.9,1.2,2910924,281.1,52
Accommodation Influences,Luxury facilities / services,37.6,1.3,2745497,295.4,49
Accommodation Influences,On-site food / drink options (e.g. restaurant),36.3,0.6,2652400,142.1,48
Accommodation Influences,Quality breakfast,38.7,0.6,2823003,144.8,50
Accommodation Influences,Reviews from other people,43.3,0.8,3157250,188.5,57
Accommodation Influences,Size / space,36.6,0.7,2671038,160.5,49
Accommodation Influences,Other,0.0,0.0,0,0.0,0
Accommodation Importance,Not important,0.7,0.1,48239,27.9,1
Accommodation Importance,A little important,5.3,0.1,384588,30.6,8
Accommodation Importance,Quite important,13.0,0.2,945691,42.0,17
Accommodation Importance,Very important,44.7,0.8,3258960,174.8,58
Accommodation Importance,Extremely important,34.9,1.0,2546843,217.1,47
Transport Types for Vacations,Boat / ship,16.5,0.5,1201976,110.4,22
Transport Types for Vacations,Bus / coach,8.7,0.2,632127,36.3,12
Transport Types for Vacations,Campervan / Motorhome / RV,5.9,0.2,432822,55.4,8
Transport Types for Vacations,Motorbike,2.8,0.1,201622,32.7,4
Transport Types for Vacations,Own Car,63.4,0.8,4625608,173.1,85
Transport Types for Vacations,Plane,85.5,0.6,6239348,142.3,112
Transport Types for Vacations,Rental car,31.9,0.8,2326676,187.4,38
Transport Types for Vacations,Train,18.6,0.2,1357348,44.9,25
Transport Types for Vacations,Other,0.8,0.1,55780,25.1,1
Transport Types for International Vacations Planned,Boat / ship,13.7,0.5,1000593,123.4,18
Transport Types for International Vacations Planned,Bus / coach,3.9,0.2,284869,48.2,5
Transport Types for International Vacations Planned,Campervan / Motorhome / RV,0.0,0.0,0,0.0,0
Transport Types for International Vacations Planned,Motorbike,0.7,0.1,48239,19.1,1
Transport Types for International Vacations Planned,Own Car,12.9,0.7,939107,150.0,19
Transport Types for International Vacations Planned,Plane,68.5,0.6,5002311,144.7,90
Transport Types for International Vacations Planned,Rental car,10.2,0.6,744662,141.3,14
Transport Types for International Vacations Planned,Train,10.7,0.5,780244,103.7,13
Transport Types for International Vacations Planned,Other,0.0,0.0,0,0.0,0
Transport Types for International Vacations Typically Taken,Boat / ship,0.7,0.5,52572,105.2,1
Transport Types for International Vacations Typically Taken,Bus / coach,2.0,0.6,149050,126.1,3
Transport Types for International Vacations Typically Taken,Campervan / Motorhome / RV,0.0,0.0,0,0.0,0
Transport Types for International Vacations Typically Taken,Motorbike,0.7,0.6,48239,134.7,1
Transport Types for International Vacations Typically Taken,Own Car,1.5,0.5,107907,107.0,2
Transport Types for International Vacations Typically Taken,Plane,9.5,0.6,691261,147.0,12
Transport Types for International Vacations Typically Taken,Rental car,0.7,0.3,48239,65.4,1
Transport Types for International Vacations Typically Taken,Train,1.1,0.3,82486,57.8,2
Transport Types for International Vacations Typically Taken,Other,0.0,0.0,0,0.0,0
Transport Types for Business Travel,Bus / coach,2.2,0.1,159294,18.8,3
Transport Types for Business Travel,Car,24.4,0.6,1780213,146.1,34
Transport Types for Business Travel,Plane,41.4,0.7,3023142,151.3,55
Transport Types for Business Travel,Taxi,3.4,0.2,246404,44.0,4
Transport Types for Business Travel,Train,3.5,0.1,256710,17.7,5
Transport Types for Business Travel,Other,0.8,0.2,55780,45.9,1
Transport Types for Domestic Vacations Planned,Boat / ship,3.4,0.3,251167,63.7,5
Transport Types for Domestic Vacations Planned,Bus / coach,5.8,0.1,424962,33.0,8
Transport Types for Domestic Vacations Planned,Campervan / Motorhome / RV,5.9,0.4,432822,87.9,8
Transport Types for Domestic Vacations Planned,Motorbike,1.4,0.1,105144,24.2,2
Transport Types for Domestic Vacations Planned,Own Car,60.0,0.8,4381916,190.1,80
Transport Types for Domestic Vacations Planned,Plane,69.4,1.0,5063189,222.7,90
Transport Types for Domestic Vacations Planned,Rental car,26.9,1.0,1964448,221.6,31
Transport Types for Domestic Vacations Planned,Train,11.5,0.1,840963,32.3,16
Transport Types for Domestic Vacations Planned,Other,0.8,0.3,55780,64.0,1
Transport Types for Domestic Vacations Typically Taken,Boat / ship,0.0,0.0,0,0.0,0
Transport Types for Domestic Vacations Typically Taken,Bus / coach,0.6,0.3,40492,58.8,1
Transport Types for Domestic Vacations Typically Taken,Campervan / Motorhome / RV,0.0,0.0,0,0.0,0
Transport Types for Domestic Vacations Typically Taken,Motorbike,0.0,0.0,0,0.0,0
Transport Types for Domestic Vacations Typically Taken,Own Car,0.6,0.2,40492,35.5,1
Transport Types for Domestic Vacations Typically Taken,Plane,0.0,0.0,0,0.0,0
Transport Types for Domestic Vacations Typically Taken,Rental car,0.9,1.2,67762,264.5,1
Transport Types for Domestic Vacations Typically Taken,Train,0.6,0.2,40492,43.6,1
Transport Types for Domestic Vacations Typically Taken,Other,0.0,0.0,0,0.0,0
Car Rentals for International Vacations,Most of the time,19.0,0.7,1383530,169.3,23
Car Rentals for International Vacations,Sometimes,27.0,0.4,1972958,102.4,36
Car Rentals for International Vacations,Rarely,20.4,0.6,1490635,135.5,27
Car Rentals for International Vacations,Never,15.0,0.5,1096957,109.7,21
Car Rental Brands Typically Used,Alamo,10.4,1.1,758817,250.3,15
Car Rental Brands Typically Used,Avis,20.8,1.3,1521220,308.0,28
Car Rental Brands Typically Used,Booking.com,18.0,0.5,1310477,122.1,21
Car Rental Brands Typically Used,Budget,14.3,1.0,1040822,225.8,19
Car Rental Brands Typically Used,Enterprise,28.5,1.8,2076641,419.0,37
Car Rental Brands Typically Used,Europcar,6.1,0.5,443745,108.8,7
Car Rental Brands Typically Used,Expedia,14.2,0.6,1035469,141.8,20
Car Rental Brands Typically Used,Hertz,31.6,1.8,2308408,404.9,40
Car Rental Brands Typically Used,Keddy,1.4,0.2,105144,40.6,2
Car Rental Brands Typically Used,National,15.0,1.3,1094775,304.9,18
Car Rental Brands Typically Used,Priceline,5.2,0.5,381470,121.0,6
Car Rental Brands Typically Used,Rentalcars.com,6.9,0.5,506713,121.2,9
Car Rental Brands Typically Used,SIXT,3.7,0.4,273157,83.8,5
Car Rental Brands Typically Used,Zipcar,1.5,0.1,106722,30.0,2
Car Rental Brands Typically Used,Other,0.0,0.0,0,0.0,0
Car Rental Brands Typically Used,Don't know,1.5,0.1,109930,26.2,2
Car Rental Factors,Being environmentally friendly,15.5,0.6,1133483,131.9,18
Car Rental Factors,Cancellation policy,32.0,1.0,2338045,235.2,42
Car Rental Factors,Level of excess,11.3,0.5,827725,111.6,16
Car Rental Factors,Payment method,20.6,0.5,1500537,111.9,26
Car Rental Factors,Price,45.0,0.8,3286789,193.6,59
Car Rental Factors,Range of makes / models,37.2,0.9,2714200,216.4,48
Car Rental Factors,Rental brand you know / trust,35.9,0.8,2621457,178.5,43
Car Rental Factors,Using a local company,8.3,0.3,604541,68.5,10
Car Rental Factors,Vehicle spec,27.3,0.8,1989869,179.8,37
Car Rental Factors,Other,0.0,0.0,0,0.0,0
Air Travel Ticket Types,"For vacations - Economy / Standard - Higher class (e.g. Premium Economy, Business or First)",85.5,0.7,6239348,153.8,112
Air Travel Ticket Types,"For work travel - Economy / Standard - Higher class (e.g. Premium Economy, Business or First)",41.4,0.7,3023142,151.3,55
Air Travel Ticket Types Most Often,Business Class,14.4,1.0,1051219,235.2,21
Air Travel Ticket Types Most Often,First Class,7.9,0.7,573112,155.6,11
Air Travel Ticket Types Most Often,Premium Economy,23.9,1.3,1742127,306.5,30
Importance of Flights,Not important,0.0,0.0,0,0.0,0
Importance of Flights,A little important,9.3,0.3,678684,67.5,13
Importance of Flights,Quite important,17.5,0.4,1275924,97.0,24
Importance of Flights,Very important,33.8,0.9,2465588,215.5,44
Importance of Flights,Extremely important,24.9,1.1,1819151,248.1,31
Flight Influences,Ability to take direct flights,59.8,1.0,4367867,229.3,80
Flight Influences,Ability to use air miles / promotions,37.6,1.2,2741678,281.1,52
Flight Influences,Airline loyalty scheme,31.3,0.9,2280944,214.8,42
Flight Influences,Availability of tickets,44.5,1.0,3248228,227.2,56
Flight Influences,Cost of tickets,60.9,0.9,4442502,214.8,80
Flight Influences,Flight departure / arrival times,69.5,1.1,5071721,254.9,89
Flight Influences,No hidden fees,38.7,0.9,2826776,213.6,51
Flight Influences,On-board comfort,51.2,0.9,3736852,214.8,66
Flight Influences,On-board drinks / food,23.6,0.6,1723385,147.0,32
Flight Influences,Previous experience with airline,46.2,1.0,3373747,233.2,62
Flight Influences,Other,0.0,0.0,0,0.0,0
Airlines Considered,Aegean Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,"Aer Lingus (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered,"AirAsia (India, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Airlines Considered,"Air Canada (Canada, France, UK and USA Only)",29.4,4.1,2143399,928.0,38
Airlines Considered,Air China (Select Markets Only),10.1,0.3,737843,66.8,14
Airlines Considered,Air France,16.2,0.8,1182244,177.8,23
Airlines Considered,Air India (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,Air New Zealand (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,Alaska Airlines (Canada and USA Only),37.7,6.2,2751517,1405.0,48
Airlines Considered,All Nippon Airways (Select Markets Only),15.7,1.3,1146900,296.1,20
Airlines Considered,American Airlines,58.3,1.9,4258336,436.4,78
Airlines Considered,Asiana Airlines (Singapore and USA Only),13.2,7.3,964754,1658.6,17
Airlines Considered,"Austrian Airlines (France, Germany and Spain Only)",0.0,0.0,0,0.0,0
Airlines Considered,Bearskin Airlines (Canada Only),0.0,0.0,0,0.0,0
Airlines Considered,British Airways,29.2,1.0,2133157,223.4,40
Airlines Considered,Brussels Airlines (Spain Only),0.0,0.0,0,0.0,0
Airlines Considered,Buffalo Airways (Canada Only),0.0,0.0,0,0.0,0
Airlines Considered,Canadian North (Canada Only),0.0,0.0,0,0.0,0
Airlines Considered,"Cathay Pacific (Select Markets Only to Q3'22, Global from Q1'24)",14.3,0.9,1042295,202.7,20
Airlines Considered,Cebu Pacific (Singapore Only),0.0,0.0,0,0.0,0
Airlines Considered,China Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,China Eastern (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,China Express Airlines (China Only),0.0,0.0,0,0.0,0
Airlines Considered,China Southern (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,Condor (Germany Only),0.0,0.0,0,0.0,0
Airlines Considered,Delta,65.3,2.5,4768313,559.2,86
Airlines Considered,"Easyjet (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered,Emirates,30.2,0.8,2201919,186.4,42
Airlines Considered,Etihad (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,Eurowings (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,"EVA Air (Japan, Singapore and USA Only)",14.7,8.3,1070990,1888.0,17
Airlines Considered,"Finnair (Japan, Singapore and Spain Only)",0.0,0.0,0,0.0,0
Airlines Considered,Garuda Indonesia (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,GoAir (India Only),0.0,0.0,0,0.0,0
Airlines Considered,Hainan Airlines (China Only),0.0,0.0,0,0.0,0
Airlines Considered,Hawaiian Airlines (USA Only),33.0,6.8,2409031,1546.2,42
Airlines Considered,Hong Kong Airlines (China and Japan Only),0.0,0.0,0,0.0,0
Airlines Considered,"Iberia (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered,IndiGo (India Only),0.0,0.0,0,0.0,0
Airlines Considered,ITA (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,Japan Airlines (Select Markets Only),16.0,1.3,1169176,288.7,21
Airlines Considered,Jet2 (Spain and UK Only),0.0,0.0,0,0.0,0
Airlines Considered,JetBlue (USA Only),44.2,5.9,3224605,1340.4,57
Airlines Considered,"Jetstar (China, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Airlines Considered,KLM,16.4,1.1,1196799,250.2,22
Airlines Considered,Korean Air (Select Markets Only),12.2,1.5,888531,336.3,15
Airlines Considered,LATAM (USA Only),9.1,3.6,662446,825.1,13
Airlines Considered,LOT (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,Lufthansa,30.3,1.2,2215111,265.0,41
Airlines Considered,Malaysia Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,"Norwegian Airlines (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered,Pacific Coastal Airlines (Canada Only),0.0,0.0,0,0.0,0
Airlines Considered,Peach (China and Japan Only),0.0,0.0,0,0.0,0
Airlines Considered,Philippine Airlines (Australia and Singapore Only),0.0,0.0,0,0.0,0
Airlines Considered,Qantas (Select Markets Only),20.2,1.1,1472779,259.3,27
Airlines Considered,Qatar (Select Markets Only),20.0,0.7,1457358,152.0,28
Airlines Considered,"Royal Air Maroc (France, Germany and Spain Only)",0.0,0.0,0,0.0,0
Airlines Considered,"Ryanair (France, Germany Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered,Saudia (Select Markets Only),10.3,0.7,753324,159.5,15
Airlines Considered,"Scandinavian Airlines (Germany, Japan, Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered,"Scoot (China, India, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Airlines Considered,Shanghai Airlines (China Only),0.0,0.0,0,0.0,0
Airlines Considered,Singapore Airlines,20.1,0.8,1464034,173.4,27
Airlines Considered,Southwest Airlines (USA Only),41.8,5.1,3050974,1161.2,60
Airlines Considered,Spicejet (India Only),0.0,0.0,0,0.0,0
Airlines Considered,Spring Airlines (China Only),0.0,0.0,0,0.0,0
Airlines Considered,SWISS (Select Markets Only),15.3,2.9,1115052,668.3,21
Airlines Considered,Tailwind Airlines (Germany Only),0.0,0.0,0,0.0,0
Airlines Considered,"TAP Portugal (France, Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered,Thai Airways (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered,Transavia (France Only),0.0,0.0,0,0.0,0
Airlines Considered,"TUI (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered,Turkish Airlines (Select Markets Only),10.9,0.7,798692,153.6,15
Airlines Considered,United Airlines (Select Markets Only),60.5,3.3,4412967,749.5,80
Airlines Considered,"Vietnam Airlines (Australia, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Airlines Considered,Virgin (Select Markets Only),22.1,2.2,1614077,494.2,29
Airlines Considered,Vistara (India Only),0.0,0.0,0,0.0,0
Airlines Considered,Volotea (France and Spain Only),0.0,0.0,0,0.0,0
Airlines Considered,"Vueling (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered,WestJet (Canada Only),0.0,0.0,0,0.0,0
Airlines Considered,Wings Air (China and France Only),0.0,0.0,0,0.0,0
Airlines Considered,XiamenAir (China Only),0.0,0.0,0,0.0,0
Airlines Considered,None of these,0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Aegean Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,"Aer Lingus (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered for Leisure,"AirAsia (India, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Airlines Considered for Leisure,"Air Canada (Canada, France, UK and USA Only)",26.1,3.9,1903962,900.3,34
Airlines Considered for Leisure,Air China (Select Markets Only),8.7,0.3,637271,69.4,12
Airlines Considered for Leisure,Air France,14.6,0.9,1065262,212.8,20
Airlines Considered for Leisure,Air India (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Air New Zealand (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Alaska Airlines (Canada and USA Only),33.6,5.9,2449661,1341.7,41
Airlines Considered for Leisure,All Nippon Airways (Select Markets Only),15.0,1.6,1094328,365.1,19
Airlines Considered for Leisure,American Airlines,53.6,2.2,3914503,498.1,71
Airlines Considered for Leisure,Asiana Airlines (Singapore and USA Only),11.9,7.5,870093,1721.8,15
Airlines Considered for Leisure,"Austrian Airlines (France, Germany and Spain Only)",0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Bearskin Airlines (Canada Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,British Airways,24.8,1.0,1807039,235.2,34
Airlines Considered for Leisure,Brussels Airlines (Spain Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Buffalo Airways (Canada Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Canadian North (Canada Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,"Cathay Pacific (Select Markets Only to Q3'22, Global from Q1'24)",14.0,1.1,1019975,257.5,19
Airlines Considered for Leisure,Cebu Pacific (Singapore Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,China Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,China Eastern (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,China Express Airlines (China Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,China Southern (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Condor (Germany Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Delta,58.5,2.7,4272682,605.2,77
Airlines Considered for Leisure,"Easyjet (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Emirates,28.8,0.9,2101108,215.6,40
Airlines Considered for Leisure,Etihad (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Eurowings (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,"EVA Air (Japan, Singapore and USA Only)",14.0,9.2,1022751,2105.1,16
Airlines Considered for Leisure,"Finnair (Japan, Singapore and Spain Only)",0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Garuda Indonesia (Select Markets Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,GoAir (India Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Hainan Airlines (China Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,Hawaiian Airlines (USA Only),31.1,7.0,2270818,1590.7,39
Airlines Considered for Leisure,Hong Kong Airlines (China and Japan Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,"Iberia (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Airlines Considered for Leisure,IndiGo (India Only),0.0,0.0,0,0.0,0
Airlines Considered for Leisure,ITA (Select Markets Only),0.0,0.0,0,0.0,0
