Short Label Question,Attributes,Audience %,Data point %,Universe,Index,Responses
Eco & Experience Attitudes,None of these,13.5,0.8,1058559,169.2,20
Concern Over Carbon Footprint,Not at all concerned,20.6,1.1,1610356,234.5,32
Concern Over Carbon Footprint,Not very concerned,28.8,0.5,2253663,107.4,39
Concern Over Carbon Footprint,Quite concerned,24.9,0.4,1942870,83.5,36
Concern Over Carbon Footprint,Very concerned,14.0,0.3,1091988,72.3,22
Concern Over Carbon Footprint,Extremely concerned,9.2,0.5,718510,101.9,10
Reasons for Not Traveling,I don't have anyone to go with,0.0,0.0,0,0.0,0
Reasons for Not Traveling,I don't have the time,2.5,1.0,198363,214.3,1
Reasons for Not Traveling,I'm not interested,0.0,0.0,0,0.0,0
Reasons for Not Traveling,I'm worried about my safety,0.0,0.0,0,0.0,0
Reasons for Not Traveling,It's too expensive,0.0,0.0,0,0.0,0
Reasons for Not Traveling,It's too much to organise,0.0,0.0,0,0.0,0
Reasons for Not Traveling,The impact on the environment,0.0,0.0,0,0.0,0
Reasons for Not Traveling,None of these,0.0,0.0,0,0.0,0
Purchase Influences,Ads you've heard on the radio,5.9,0.4,462098,98.2,7
Purchase Influences,Ads you've seen in magazines,22.3,1.0,1742312,213.5,32
Purchase Influences,Ads you've seen on billboards / posters,5.7,0.3,444438,60.5,7
Purchase Influences,Ads you've seen online,25.1,0.5,1959792,112.6,34
Purchase Influences,Ads you've seen on public transport,8.0,0.4,624648,96.8,10
Purchase Influences,Ads you've seen on social media,21.0,0.4,1641760,94.2,31
Purchase Influences,Ads you've seen on TV,32.4,0.8,2530176,164.4,44
Purchase Influences,Deals from travel websites / apps / agencies,31.9,0.6,2490307,135.0,47
Purchase Influences,Movies,24.7,0.9,1928148,197.1,33
Purchase Influences,Previous vacations you've been on,55.5,1.3,4337563,278.0,78
Purchase Influences,Recommendations from friends / family,59.8,0.7,4673407,148.1,87
Purchase Influences,Recommendations from my children,17.1,0.8,1338788,184.8,25
Purchase Influences,Social media posts / photos by celebrities / influencers / content creators,21.2,0.5,1653735,105.5,29
Purchase Influences,Social media posts / photos by friends / family,27.4,0.5,2142525,111.4,38
Purchase Influences,Travel blogs or discussion forums,20.2,0.5,1578151,108.9,31
Purchase Influences,TV series / travel programs,36.8,0.9,2875368,195.6,52
Purchase Influences,None of these,6.0,0.5,470265,110.2,7
Purchase Sources of Information,Brochures,18.2,0.8,1420868,175.4,25
Purchase Sources of Information,Consumer review sites,29.3,0.6,2287679,130.7,43
Purchase Sources of Information,In-person conversations with friends / family,50.1,0.7,3915549,159.6,70
Purchase Sources of Information,Online forums / message boards,13.2,0.5,1029303,100.1,20
Purchase Sources of Information,Price comparison websites,28.0,0.7,2188575,150.2,39
Purchase Sources of Information,Search engines,60.9,0.8,4757820,169.2,88
Purchase Sources of Information,Social media,29.0,0.4,2268547,88.4,40
Purchase Sources of Information,Tourist board websites,21.6,0.6,1691563,128.4,33
Purchase Sources of Information,Travel agents,18.4,0.5,1437565,107.5,24
Purchase Sources of Information,Travel blogs,19.7,0.4,1535867,96.3,31
Purchase Sources of Information,"Travel booking sites / apps (e.g. Expedia, Booking.com, Airbnb, Trip.com, Qunar, fliggy.com)",54.5,0.7,4261442,147.8,78
Purchase Sources of Information,Travel books,24.2,0.8,1892126,174.2,34
Purchase Sources of Information,"Travel provider sites / apps (e.g. directly at the airline, hotel)",41.1,0.9,3215581,192.8,59
Purchase Sources of Information,None of these,0.4,0.1,27360,11.1,1
Most Important Purchase Sources of Information,Brochures,1.3,0.4,103732,95.1,2
Most Important Purchase Sources of Information,Consumer review sites,5.4,0.3,419701,72.4,9
Most Important Purchase Sources of Information,In-person conversations with friends / family,18.6,0.6,1449875,139.2,24
Most Important Purchase Sources of Information,Online forums / message boards,2.6,0.5,205668,99.4,3
Most Important Purchase Sources of Information,Price comparison websites,3.7,0.4,285640,80.6,6
Most Important Purchase Sources of Information,Search engines,19.1,0.7,1496108,158.3,28
Most Important Purchase Sources of Information,Social media,5.7,0.3,449372,57.0,8
Most Important Purchase Sources of Information,Tourist board websites,3.4,0.5,265231,100.9,5
Most Important Purchase Sources of Information,Travel agents,2.1,0.2,165466,51.8,3
Most Important Purchase Sources of Information,Travel blogs,2.3,0.2,176523,54.5,4
Most Important Purchase Sources of Information,"Travel booking sites / apps (e.g. Expedia, Booking.com, Airbnb, Trip.com, Qunar, fliggy.com)",19.1,0.5,1492075,100.3,27
Most Important Purchase Sources of Information,Travel books,2.2,0.4,174197,94.4,3
Most Important Purchase Sources of Information,"Travel provider sites / apps (e.g. directly at the airline, hotel)",11.6,0.9,906440,189.6,16
Travel Service Influences,"Ability to book all options together (e.g. flight, hotel etc.)",33.7,0.6,2632181,134.5,51
Travel Service Influences,Ability to earn or use reward / loyalty points,34.6,0.9,2707726,192.8,50
Travel Service Influences,Competitive price,60.3,0.9,4710632,194.5,85
Travel Service Influences,Discounts for buying more than one thing,18.5,0.4,1446989,98.4,25
Travel Service Influences,Easy-to-use service,46.3,0.7,3617047,148.2,70
Travel Service Influences,Flexible booking policies,50.4,0.9,3935353,188.3,74
Travel Service Influences,Free cancellation,51.7,0.8,4040800,176.7,74
Travel Service Influences,Good customer service,57.4,0.8,4485100,169.3,80
Travel Service Influences,Good source for local information,32.9,0.7,2570401,150.5,47
Travel Service Influences,Special offers / deals,40.4,0.6,3155025,142.1,61
Travel Service Influences,Travel brand I trust / have used before,52.9,0.9,4132886,195.0,74
Travel Service Influences,Value-for-money,52.3,0.6,4086486,128.8,78
Travel Service Influences,Wide selection of options available,47.9,0.9,3745509,207.3,66
Travel Service Influences,Other,0.6,0.2,47144,40.2,1
Travel Service Preferences,I compare deals / prices between different booking sites,45.5,0.6,3558311,128.0,67
Travel Service Preferences,I compare deals / prices with hotel sites / apps directly,56.1,0.7,4384388,156.4,82
Travel Service Preferences,I make decisions of what to book based on reviews,40.0,0.6,3122919,126.2,55
Travel Service Preferences,I often look at special offers and promotions when browsing,46.8,0.7,3656048,151.3,69
Travel Service Preferences,I prefer using a travel booking app rather than a website,14.9,0.2,1165564,53.6,21
Travel Service Preferences,I use the map to help decide what I will book,21.8,0.4,1703024,88.8,31
Travel Service Preferences,I want them to provide inspiration and new ideas,27.6,0.5,2160402,110.7,39
Travel Service Preferences,None of these,4.9,0.4,386184,98.2,6
Purchase Journey on Websites / Apps,Research Vacations - Website on a desktop / PC - Website on a mobile device (e.g. smartphone or tablet) - App on a mobile device (e.g. smartphone or tablet),95.7,0.5,7477172,114.2,136
Purchase Journey on Websites / Apps,Book accommodation - Website on a desktop / PC - Website on a mobile device (e.g. smartphone or tablet) - App on a mobile device (e.g. smartphone or tablet),95.7,0.5,7477172,114.2,136
Purchase Journey on Websites / Apps,Book transport - Website on a desktop / PC - Website on a mobile device (e.g. smartphone or tablet) - App on a mobile device (e.g. smartphone or tablet),95.7,0.5,7477172,114.2,136
Travel Loyalty Programs,Airline brand loyalty program,67.8,1.3,5301371,285.1,97
Travel Loyalty Programs,Cruise loyalty program,17.2,0.9,1344974,195.0,25
Travel Loyalty Programs,Hotel brand loyalty program,71.3,1.1,5573781,246.8,104
Travel Loyalty Programs,"Online travel booking service loyalty program (e.g. Booking.com, Expedia, Fliggy)",38.7,0.5,3021087,118.1,57
Travel Loyalty Programs,Rental car loyalty program,38.8,1.4,3035177,307.4,59
Travel Loyalty Programs,Other,2.6,0.1,200964,13.8,4
Travel Loyalty Programs,None of these,2.6,0.1,200577,30.1,3
Travel Loyalty Benefits,Ability to convert points / miles into other loyalty programs,32.0,0.8,2499873,171.6,49
Travel Loyalty Benefits,"Access to exclusive events or experiences e.g. shopping, sport, dining experiences etc.",25.0,0.6,1952587,130.0,36
Travel Loyalty Benefits,Dedicated concierge service e.g. 24/7 assistance with booking and reservations,16.8,0.5,1312607,104.6,28
Travel Loyalty Benefits,Dedicated customer service,29.4,0.8,2299378,180.6,46
Travel Loyalty Benefits,Exclusive discounts and deals,47.2,0.7,3685402,162.0,70
Travel Loyalty Benefits,Lounge access ,29.8,1.5,2326316,332.9,44
Travel Loyalty Benefits,"Other status benefits e.g. late check-out, free wi-fi",41.9,1.0,3276091,228.1,61
Travel Loyalty Benefits,Personalised recommendations or experiences,12.0,0.3,940338,68.1,20
Travel Loyalty Benefits,"Priority services e.g. check-in, boarding or security screening",46.7,1.1,3650848,230.8,65
Travel Loyalty Benefits,Redeeming points / miles for cruises,6.7,1.4,524473,302.7,9
Travel Loyalty Benefits,Redeeming points / miles for flights ,50.4,2.3,3939608,508.0,76
Travel Loyalty Benefits,Redeeming points / miles for hotel stays ,49.1,1.9,3833853,424.3,75
Travel Loyalty Benefits,Redeeming points / miles for rental cars ,20.6,2.7,1610348,584.2,31
Travel Loyalty Benefits,Travel insurance,27.3,0.7,2133266,146.4,40
Travel Loyalty Benefits,"Travel upgrades e.g. flights, accommodation etc.",51.4,1.1,4015088,238.3,74
Travel Loyalty Benefits,Other,2.0,0.7,158555,155.2,3
Travel Loyalty Benefits,None of these,1.2,0.1,95252,19.6,2
Named Travel Loyalty Programs Used: Travel Services,Agoda PointsMAX,0.5,0.1,40182,21.8,1
Named Travel Loyalty Programs Used: Travel Services,Booking.com Genius,6.7,0.4,519905,96.9,10
Named Travel Loyalty Programs Used: Travel Services,Cleartrip Rewards (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,"Ebookers Bonus+ (France, Germany and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,eDreams Prime (Select Markets Only),0.5,2.7,40182,595.7,1
Named Travel Loyalty Programs Used: Travel Services,eLong Club (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Expedia Rewards,23.9,2.2,1867525,481.1,35
Named Travel Loyalty Programs Used: Travel Services,Fliggy Membership (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Goibibo GoCash (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,HolidayCheck Premium (France and Germany Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Hopper Carrot Cash (Canada and USA Only),0.5,2.5,40182,537.0,1
Named Travel Loyalty Programs Used: Travel Services,Hotels.com Rewards,10.3,1.5,803268,325.2,17
Named Travel Loyalty Programs Used: Travel Services,Journify (Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,KAYAK Explorer Rewards,3.7,2.2,289947,482.2,5
Named Travel Loyalty Programs Used: Travel Services,Klook Credits (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,lastminute.com Rewards,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Lvmama Membership Program (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,"One Key (Expedia, Hotels.com, Vrbo) (UK and USA Only) (USA Only in Q1 2024)",14.2,9.8,1111789,2155.8,22
Named Travel Loyalty Programs Used: Travel Services,Opodo Prime (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Orbitz Rewards (USA Only),3.9,11.0,304496,2407.2,6
Named Travel Loyalty Programs Used: Travel Services,Priceline VIP (Select Markets Only),4.6,2.3,358881,496.3,8
Named Travel Loyalty Programs Used: Travel Services,Rakuten Travel Membership (Japan Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,"Rewards by Viator (Australia, UK and USA Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Travelocity Member Discounts (Canada and USA Only),2.3,4.7,181812,1038.2,5
Named Travel Loyalty Programs Used: Travel Services,Traveloka Priority (Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Trip.com Rewards,3.6,0.8,280793,172.2,5
Named Travel Loyalty Programs Used: Travel Services,TripPlus,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Trivago,3.7,0.6,286191,134.4,5
Named Travel Loyalty Programs Used: Travel Services,"TUI Rewards (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Tuniu Traveler Club (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Yatra Prime (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Travel Services,Other,7.1,0.7,556994,148.4,11
Named Travel Loyalty Programs Used: Hotel Chains,Accor Live Limitless (ALL),0.9,0.1,66652,30.8,1
Named Travel Loyalty Programs Used: Hotel Chains,Best Western Rewards,3.3,0.8,261695,180.2,5
Named Travel Loyalty Programs Used: Hotel Chains,WorldHotels Rewards,3.0,1.1,237188,240.2,4
Named Travel Loyalty Programs Used: Hotel Chains,Choice Privileges,9.3,1.6,730414,342.8,14
Named Travel Loyalty Programs Used: Hotel Chains,Hilton Honors,46.7,2.8,3653613,621.3,66
Named Travel Loyalty Programs Used: Hotel Chains,World of Hyatt,15.4,1.6,1201531,350.2,25
Named Travel Loyalty Programs Used: Hotel Chains,IHG One Rewards,15.2,1.9,1184106,420.2,23
Named Travel Loyalty Programs Used: Hotel Chains,Jumeirah One,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Marriott Bonvoy,34.6,2.1,2701217,457.3,50
Named Travel Loyalty Programs Used: Hotel Chains,Melia Rewards,0.8,0.2,65687,46.2,1
Named Travel Loyalty Programs Used: Hotel Chains,OYO Wizard,0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Hotel Chains,Radisson Rewards,2.3,0.5,182086,109.8,3
Named Travel Loyalty Programs Used: Hotel Chains,Rotana Rewards,0.8,0.7,65687,158.4,1
Named Travel Loyalty Programs Used: Hotel Chains,Wyndham Rewards,8.6,1.4,674337,311.4,12
Named Travel Loyalty Programs Used: Hotel Chains,Other,9.1,0.9,708162,201.7,13
Named Travel Loyalty Programs Used: Airlines,"Aer Lingus (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"AirAsia (India, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Air Canada (Select Markets Only),4.4,5.3,345054,1165.2,6
Named Travel Loyalty Programs Used: Airlines,Air China (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Air France,2.0,1.2,155955,265.4,3
Named Travel Loyalty Programs Used: Airlines,Air India (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Air New Zealand (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Alaska Airlines (Canada and USA Only),10.6,13.8,828378,3012.5,17
Named Travel Loyalty Programs Used: Airlines,All Nippon Airways (Select Markets Only),0.9,0.5,72567,118.4,1
Named Travel Loyalty Programs Used: Airlines,American Airlines,28.8,5.3,2250214,1163.5,44
Named Travel Loyalty Programs Used: Airlines,Asiana Airlines (Singapore and USA Only),0.3,13.7,24507,3004.4,1
Named Travel Loyalty Programs Used: Airlines,Austrian Airlines (France Germany and Spain Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Bearskin Airlines (Canada Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,British Airways,7.1,2.1,555838,463.5,11
Named Travel Loyalty Programs Used: Airlines,Brussels Airlines (Spain Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Canadian North (Canada Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Cathay Pacific (Select Markets Only),1.3,0.7,103239,146.7,3
Named Travel Loyalty Programs Used: Airlines,Cebu Pacific (Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,China Airlines (Select Markets Only),0.8,0.8,58979,168.9,1
Named Travel Loyalty Programs Used: Airlines,China Eastern (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,China Express Airlines (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,China Southern (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Condor (Germany Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Delta,41.1,7.9,3211190,1730.2,57
Named Travel Loyalty Programs Used: Airlines,Emirates,3.0,0.6,233392,124.1,4
Named Travel Loyalty Programs Used: Airlines,Etihad (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Eurowings (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"EVA Air (Japan, Singapore and USA Only)",1.7,16.7,131545,3646.8,2
Named Travel Loyalty Programs Used: Airlines,"Finnair (Japan, Singapore and Spain Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Garuda Indonesia (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Hainan Airlines (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Hawaiian Airlines (USA Only),6.6,19.4,513500,4253.3,10
Named Travel Loyalty Programs Used: Airlines,Hong Kong Airlines (China and Japan Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Iberia (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,IndiGo (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,ITA (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Japan Airlines (Select Markets Only),1.2,0.6,96588,133.6,2
Named Travel Loyalty Programs Used: Airlines,JetBlue (USA Only),11.3,10.5,881745,2303.6,17
Named Travel Loyalty Programs Used: Airlines,"Jetstar (China, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,KLM,2.2,1.3,173236,288.6,3
Named Travel Loyalty Programs Used: Airlines,Korean Air (Select Markets Only),1.2,1.3,97074,278.6,2
Named Travel Loyalty Programs Used: Airlines,LATAM (USA Only),0.9,11.4,73017,2486.5,1
Named Travel Loyalty Programs Used: Airlines,LOT (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Lufthansa,1.6,0.6,126962,122.3,2
Named Travel Loyalty Programs Used: Airlines,Malaysia Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Norwegian Airlines (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Peach (China and Japan Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Philippine Airlines (Australia and Singapore Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Qantas (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Qatar (Select Markets Only),1.8,0.5,138704,106.1,2
Named Travel Loyalty Programs Used: Airlines,"Royal Air Maroc (France, Germany and Spain Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Saudia (Select Markets Only),0.9,0.6,73017,133.3,1
Named Travel Loyalty Programs Used: Airlines,"Scandinavian Airlines (Germany, Japan, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Scoot (China, India, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Singapore Airlines,1.6,0.5,124665,102.9,2
Named Travel Loyalty Programs Used: Airlines,Southwest Airlines (USA Only),18.5,7.8,1447072,1714.4,27
Named Travel Loyalty Programs Used: Airlines,Spicejet (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,SWISS (Select Markets Only),1.6,7.2,123120,1586.4,3
Named Travel Loyalty Programs Used: Airlines,"TAP Portugal (France, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Thai Airways (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Transavia (France Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"TUI (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Turkish Airlines (Select Markets Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,United Airlines (Select Markets Only),25.7,7.4,2007264,1617.9,36
Named Travel Loyalty Programs Used: Airlines,"Vietnam Airlines (Australia, Japan and Singapore Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Virgin (Select Markets Only),3.5,3.1,269922,685.0,5
Named Travel Loyalty Programs Used: Airlines,Vistara (India Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Volotea (France and Spain Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,"Vueling (France, Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,WestJet (Canada Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,XiamenAir (China Only),0.0,0.0,0,0.0,0
Named Travel Loyalty Programs Used: Airlines,Other,6.9,1.0,536625,222.1,10
Travel Services Used,Agoda,1.5,0.1,120968,12.4,3
Travel Services Used,Airbnb,33.3,0.8,2599192,165.4,47
Travel Services Used,Airfordable (USA Only),0.0,0.0,0,0.0,0
Travel Services Used,Booking.com,30.5,0.6,2380493,121.4,44
Travel Services Used,Canadian Affair (Canada Only),0.0,0.0,0,0.0,0
Travel Services Used,Check24 (Germany Only),0.0,0.0,0,0.0,0
Travel Services Used,Cleartrip (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Couchsurfing.com (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used,CTrip.com (China Only),0.0,0.0,0,0.0,0
Travel Services Used,"Ebookers (France, Germany and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used,"Edreams (France, Spain, UK and USA Only)",1.4,0.9,105869,190.6,2
Travel Services Used,eLong (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Expedia,54.9,1.4,4289454,313.5,77
Travel Services Used,Fliggy (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Flight Centre (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Goibibo (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Google Travel (Australia and USA Only),18.7,5.1,1461429,1121.5,25
Travel Services Used,HolidayCheck (France and Germany Only),0.0,0.0,0,0.0,0
Travel Services Used,HomeExchange,1.1,0.1,83602,28.9,1
Travel Services Used,Hopper (Canada and USA Only),4.8,2.7,374694,580.4,7
Travel Services Used,Hotels.com,30.4,1.0,2378165,225.3,46
Travel Services Used, HotelsCombined (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,"Hotwire (Canada, France, Germany, Spain, UK and USA Only)",10.9,3.0,853158,652.4,17
Travel Services Used,Jalan (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used,Japanican (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used,Journify (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used,KAYAK,15.5,1.2,1214787,252.3,22
Travel Services Used,Klook (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used,Kuoni (USA Only),0.0,0.0,0,0.0,0
Travel Services Used,Lastminute.com,0.0,0.0,0,0.0,0
Travel Services Used,Loveholidays (UK Only),0.0,0.0,0,0.0,0
Travel Services Used,Lvmama (China Only),0.0,0.0,0,0.0,0
Travel Services Used,MaFengWo (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Make My Trip (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Meituan (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Nomadness (USA Only),0.0,0.0,0,0.0,0
Travel Services Used,"Onefinestay (France, UK and USA Only)",0.0,0.0,0,0.0,0
Travel Services Used,Opodo (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used,Orbitz (USA Only),11.9,4.6,927863,1009.0,18
Travel Services Used,Priceline,22.1,1.7,1729371,369.0,33
Travel Services Used,Qunar (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Qyer (China Only),0.0,0.0,0,0.0,0
Travel Services Used,Rakuten Travel (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used,Skyscanner,2.5,0.2,193658,35.0,4
Travel Services Used,Stayz (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Travel Noire (USA Only),5.0,12.5,388448,2728.1,6
Travel Services Used,Travelocity (Canada and USA Only),26.0,5.4,2030396,1173.0,39
Travel Services Used,Traveloka (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used,Travel Republic (UK Only),0.0,0.0,0,0.0,0
Travel Services Used,TripAdvisor,35.4,1.0,2764742,211.3,54
Travel Services Used,Trip.com,12.0,0.6,938985,125.9,16
Travel Services Used,Trivago,28.8,0.6,2250417,140.8,44
Travel Services Used,"TUI (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used,Tuniu (China Only),0.0,0.0,0,0.0,0
Travel Services Used,"Viator (Australia, UK and USA Only)",9.0,8.2,699893,1806.5,10
Travel Services Used,Vrbo,19.9,2.2,1555037,474.3,27
Travel Services Used,Webjet (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Weloveholidays (Germany Only),0.0,0.0,0,0.0,0
Travel Services Used,Wotif (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used,Yatra (India Only),0.0,0.0,0,0.0,0
Travel Services Used,Innclusive (UK Only) (to Q3 2022),0.0,0.0,0,0.0,0
